"age","job","marital","education","default","balance","housing","loan","contact","y","price"
31,"","single","secondary","no",1124,"yes","no","cellula","no",52
40,"blue-collar","married","unknown","no",-118,"yes","no","cellula","no",37
29,"management","single","tertiary","no",722,"yes","no","telepho","no",42
35,"services","single","secondary","no",719,"yes","no","cellula","ye",51
24,"services","married","tertiary","no",519,"yes","no","cellula","no",16
31,"blue-collar","single","secondary","no",707,"yes","no","cellula","no",27
42,"","married","secondary","no",1165,"yes","no","cellula","no",34
38,"technician","married","secondary","no",976,"yes","no","cellula","no",18
26,"admin.","single","secondary","no",236,"yes","yes","cellula","no",75
27,"student","single","secondary","no",568,"yes","no","cellula","no",46
28,"admin.","single","secondary","no",0,"yes","yes","cellula","ye",67
38,"services","divorced","secondary","no",710,"yes","no","cellula","no",8
29,"unemployed","single","tertiary","no",497,"yes","no","cellula","ye",107
20,"blue-collar","single","secondary","no",76,"yes","no","cellula","ye",46
28,"blue-collar","married","secondary","no",1113,"yes","no","cellula","no",21
46,"management","single","tertiary","no",6651,"no","no","cellula","no",108
42,"blue-collar","married","secondary","no",639,"yes","no","cellula","ye",20
45,"admin.","divorced","secondary","no",397,"yes","yes","cellula","ye",60
31,"services","single","secondary","no",2252,"no","no","cellula","no",54
37,"management","married","tertiary","no",3723,"no","no","cellula","ye",86
58,"management","","tertiary","no",4256,"no","no","cellula","no",85
32,"technician","single","tertiary","no",1625,"no","no","cellula","ye",108
27,"student","single","secondary","no",1925,"no","no","cellula","no",94
59,"admin.","married","secondary","no",106,"no","no","cellula","ye",48
45,"blue-collar","married","","no",603,"no","no","cellula","no",37
31,"","single","tertiary","no",12607,"no","no","cellula","no",131
45,"admin.","married","secondary","no",6971,"no","no","cellula","no",65
24,"management","single","tertiary","no",80,"no","no","cellula","no",49
33,"management","married","tertiary","no",81,"yes","no","cellula","no",17
33,"","single","tertiary","no",377,"no","no","cellula","no",81
39,"management","married","secondary","no",18,"yes","no","cellula","no",0
38,"self-employe","","secondary","no",8094,"no","no","cellula","no",73
30,"management","married","tertiary","no",877,"no","no","cellula","no",38
54,"technician","married","tertiary","no",1188,"yes","no","cellula","no",54
36,"technician","single","secondary","no",54,"no","no","cellula","no",47
55,"management","married","unknown","no",1504,"yes","no","cellula","ye",62
39,"technician","married","secondary","no",2266,"no","no","cellula","no",43
43,"unemployed","single","unknown","no",3274,"yes","no","cellula","no",95
36,"","single","tertiary","no",490,"no","no","cellula","no",73
29,"management","single","tertiary","no",265,"no","no","cellula","ye",86
37,"admin.","married","secondary","",1314,"yes","no","cellula","no",14
49,"unemployed","married","tertiary","",377,"no","no","cellula","no",51
37,"services","married","secondary","no",1543,"yes","no","cellula","ye",39
59,"management","married","tertiary","no",2239,"no","no","cellula","ye",82
47,"technician","married","secondary","no",3519,"no","yes","telepho","no",46
51,"management","married","tertiary","no",0,"yes","no","cellula","no",32
36,"blue-collar","single","secondary","no",507,"yes","no","cellula","no",40
27,"technician","divorced","secondary","no",1977,"yes","no","cellula","ye",47
34,"admin.","married","tertiary","no",10,"no","no","cellula","no",64
59,"management","divorced","tertiary","yes",0,"no","no","cellula","no",71
31,"services","single","secondary","no",658,"","no","cellula","no",6
28,"student","single","secondary","no",5916,"no","no","cellula","no",120
39,"management","single","tertiary","no",0,"yes","no","cellula","ye",83
58,"retired","divorced","primary","no",720,"no","no","telepho","no",62
59,"services","single","secondary","no",0,"no","no","cellula","no",59
58,"retired","divorced","primary","no",1194,"yes","no","cellula","no",53
60,"blue-collar","married","secondary","no",576,"no","no","cellula","no",35
33,"student","single","unknown","",86,"no","no","cellula","no",90
43,"services","married","secondary","no",2145,"no","no","cellula","ye",64
39,"technician","married","secondary","no",116,"no","no","cellula","ye",46
39,"management","married","tertiary","no",622,"no","no","cellula","no",50
54,"management","married","tertiary","no",511,"no","no","cellula","no",49
45,"management","single","tertiary","no",311,"yes","yes","cellula","no",78
36,"management","married","tertiary","no",332,"yes","no","cellula","no",24
26,"student","single","secondary","no",620,"no","no","cellula","ye",103
35,"management","married","tertiary","no",0,"no","no","cellula","no",12
44,"technician","married","secondary","no",2981,"yes","yes","cellula","no",51
39,"management","single","tertiary","no",307,"no","no","cellula","ye",83
43,"","divorced","unknown","no",7702,"no","no","cellula","ye",139
27,"student","single","tertiary","no",3733,"yes","no","cellula","ye",120
46,"services","married","secondary","no",1381,"yes","no","cellula","no",18
32,"services","single","secondary","no",3993,"no","no","cellula","ye",84
46,"admin.","single","secondary","no",533,"no","no","cellula","no",55
29,"management","single","tertiary","no",428,"no","no","cellula","ye",80
32,"management","single","tertiary","no",23,"no","no","cellula","no",75
36,"unemployed","single","tertiary","no",953,"yes","no","cellula","no",65
42,"management","married","primary","no",5310,"yes","no","cellula","ye",82
28,"technician","single","secondary","",326,"no","no","cellula","no",47
53,"blue-collar","married","unknown","no",2509,"no","no","telepho","ye",87
57,"technician","married","secondary","no",573,"yes","yes","cellula","no",24
30,"entrepreneur","single","tertiary","no",999,"no","no","cellula","no",79
36,"management","","tertiary","no",255,"no","no","cellula","ye",67
26,"technician","","tertiary","no",2026,"no","no","cellula","no",59
40,"admin.","married","tertiary","no",1,"yes","no","telepho","no",18
38,"management","single","tertiary","no",4841,"no","no","cellula","no",110
27,"management","single","tertiary","no",616,"yes","no","cellula","ye",62
42,"unemployed","single","secondary","no",2208,"no","no","telepho","no",74
29,"management","single","tertiary","no",7578,"no","no","cellula","no",114
21,"student","single","primary","no",1596,"no","no","cellula","no",107
31,"admin.","single","secondary","no",554,"yes","no","cellula","no",24
35,"admin.","single","secondary","no",1810,"yes","no","cellula","no",58
43,"admin.","single","secondary","",733,"yes","no","cellula","ye",66
39,"","","secondary","no",385,"no","no","cellula","no",54
36,"blue-collar","married","primary","no",258,"no","no","telepho","no",30
29,"admin.","single","secondary","no",265,"yes","no","cellula","no",26
32,"technician","single","secondary","no",2979,"no","no","cellula","no",82
38,"housemaid","married","secondary","no",110,"no","no","cellula","no",14
42,"technician","married","secondary","no",994,"yes","no","cellula","no",14
37,"technician","married","tertiary","no",732,"no","no","cellula","no",55
47,"technician","married","secondary","no",0,"yes","no","cellula","no",0
32,"technician","married","tertiary","no",8023,"no","no","cellula","no",81
27,"student","single","tertiary","no",118,"no","no","cellula","no",89
32,"admin.","married","secondary","no",31,"no","no","cellula","no",27
31,"technician","single","","no",2583,"no","no","cellula","no",76
28,"self-employe","single","tertiary","no",2503,"no","no","cellula","ye",102
49,"technician","married","tertiary","no",1843,"yes","no","cellula","no",64
29,"technician","single","secondary","no",594,"no","no","cellula","no",48
60,"retired","divorced","tertiary","",439,"no","yes","cellula","ye",91
29,"technician","single","secondary","no",590,"no","no","cellula","ye",64
35,"technician","single","secondary","no",204,"yes","no","cellula","ye",53
26,"blue-collar","single","tertiary","no",567,"no","no","cellula","ye",88
26,"student","single","unknown","no",689,"no","no","cellula","ye",103
28,"unemployed","married","tertiary","no",482,"no","no","cellula","ye",91
34,"technician","","tertiary","no",612,"no","no","cellula","no",36
35,"admin.","married","secondary","no",514,"yes","no","cellula","no",15
54,"","married","secondary","no",1299,"yes","no","cellula","no",60
26,"student","single","tertiary","no",5169,"yes","no","cellula","ye",128
26,"student","single","tertiary","no",5741,"no","no","cellula","no",131
20,"student","single","secondary","no",162,"no","no","cellula","no",51
36,"services","married","tertiary","no",562,"no","no","cellula","no",54
35,"management","single","tertiary","no",2988,"yes","no","cellula","no",66
34,"","married","tertiary","no",11219,"no","no","cellula","no",107
35,"management","single","tertiary","no",2486,"yes","no","cellula","no",58
36,"management","single","tertiary","no",1379,"no","no","cellula","ye",107
33,"","divorced","tertiary","no",777,"no","yes","cellula","no",72
33,"services","married","tertiary","no",570,"no","no","cellula","no",43
28,"technician","single","tertiary","no",386,"no","no","cellula","ye",86
28,"technician","single","tertiary","no",0,"yes","no","cellula","ye",61
30,"admin.","married","tertiary","",501,"yes","yes","cellula","no",42
49,"technician","divorced","secondary","no",972,"no","no","cellula","no",34
28,"management","single","tertiary","no",957,"no","no","cellula","ye",81
57,"services","married","secondary","no",27,"no","no","cellula","no",51
56,"retired","married","tertiary","no",281,"no","no","cellula","no",61
37,"admin.","married","secondary","no",0,"yes","no","cellula","no",0
30,"technician","single","secondary","no",156,"yes","no","cellula","no",29
50,"services","divorced","secondary","no",641,"no","no","cellula","no",25
40,"technician","married","secondary","no",312,"no","no","cellula","ye",49
37,"entrepreneur","married","","no",0,"no","no","cellula","no",45
34,"admin.","married","secondary","no",75,"yes","yes","cellula","no",27
24,"blue-collar","single","secondary","no",167,"no","yes","cellula","ye",105
34,"management","married","secondary","no",724,"yes","no","cellula","no",2
31,"admin.","single","tertiary","no",117,"yes","no","cellula","no",67
38,"management","married","tertiary","no",93,"yes","no","cellula","no",42
30,"blue-collar","single","secondary","no",411,"no","no","cellula","no",33
56,"","divorced","tertiary","no",13094,"no","no","cellula","ye",120
34,"management","single","tertiary","no",5086,"no","no","cellula","ye",127
55,"retired","married","secondary","no",18,"no","yes","cellula","no",65
30,"admin.","married","secondary","no",1165,"no","no","cellula","no",44
45,"technician","married","secondary","no",5749,"no","no","telepho","no",57
28,"","married","tertiary","no",803,"yes","no","cellula","no",75
31,"admin.","single","secondary","no",8626,"no","no","cellula","no",81
46,"unknown","married","primary","no",0,"no","no","telepho","no",70
28,"admin.","single","secondary","no",707,"yes","no","cellula","ye",42
37,"","married","tertiary","no",900,"yes","no","cellula","no",47
39,"management","married","tertiary","no",246,"yes","no","cellula","no",30
34,"management","single","tertiary","no",747,"no","no","cellula","no",78
38,"admin.","married","secondary","no",755,"yes","no","cellula","no",21
36,"admin.","married","secondary","no",1054,"yes","no","cellula","no",6
37,"","married","tertiary","no",2211,"yes","no","cellula","no",64
37,"","married","secondary","no",466,"yes","yes","cellula","ye",62
32,"services","single","secondary","no",152,"yes","no","cellula","ye",47
33,"management","married","secondary","no",369,"no","no","cellula","no",49
43,"technician","divorced","secondary","no",1612,"no","no","cellula","ye",60
28,"management","married","secondary","no",466,"yes","no","cellula","no",3
